Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Break Blade (Broken Blade),7.72,6389,1615,912,"19,166",355,20,106,Finished,"Sep  12, 2006 to Oct  12, 2022","['Action', 'Drama', 'Fantasy']","['Adult Cast', 'Mecha', 'Military']","Yoshinaga, Yunosuke (Story & Art)",6,"[5, 0, 1]"
Kidou Senshi Gundam Unicorn (Mobile Suit Gundam Unicorn),7.72,230,1616,14830,952,11,11,31,Finished,"Dec  26, 2006 to Mar  26, 2016","['Drama', 'Sci-Fi']",[],"Yasuhiko, Yoshikazu (Art), Fukui, Harutoshi (Story)",0,"[0, 0, 0]"
Haruyuki Bus (Bus for Spring),7.72,2648,1617,3379,"5,874",26,4,16,Finished,"Dec  13, 2005 to Apr  13, 2007","['Drama', 'Romance']",[],"Usami, Maki (Story & Art)",3,"[2, 1, 0]"
Tottemo! Luckyman,7.72,207,1618,19130,628,14,16,189,Finished,"Aug  3, 1993 to Jun  24, 1997","['Action', 'Comedy', 'Sci-Fi']",[],"Gamou, Hiroshi (Story & Art)",0,"[0, 0, 0]"
Densha Otoko (Train Man),7.72,434,1619,12414,"1,239",28,1,6,Finished,"Oct  22, 2004",[],[],"Nakano, Hitori (Story)",0,"[0, 0, 0]"
Flat,7.72,1830,1620,2459,"7,952",75,8,45,Finished,"Nov  15, 2007 to Dec  14, 2013","['Comedy', 'Slice of Life']","['Childcare', 'School']","Aogiri, Natsu (Story & Art)",4,"[3, 0, 1]"
Poor Poor Lips,7.72,2587,1621,3388,"5,855",113,4,75,Finished,"Sep  18, 2006 to Sep  17, 2012","['Comedy', 'Girls Love', 'Slice of Life']",[],"Gotou, Hayako (Story & Art)",3,"[3, 0, 0]"
Kekkai Sensen (Blood Blockade Battlefront),7.72,2746,1622,1172,"15,448",228,10,33,Finished,"Jan  5, 2009 to Feb  19, 2015","['Action', 'Fantasy', 'Supernatural']","['Super Power', 'Vampire']","Nightow, Yasuhiro (Story & Art)",2,"[2, 0, 0]"
March Story,7.72,1528,1623,3611,"5,439",143,5,24,Finished,"Dec  19, 2007 to Jan  19, 2013","['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",[],"Yang, Kyung-il (Art), Kim, Hyung Min (Story)",4,"[3, 1, 0]"
Makai Ouji:  (Devils and Realist),7.72,4206,1624,1126,"15,912",485,15,96,Finished,"Oct  28, 2009 to Feb  28, 2018","['Comedy', 'Fantasy', 'Mystery', 'Supernatural']","['Historical', 'Mythology', 'School']","Takadono, Madoka (Story), Yukihiro, Utako (Art)",5,"[5, 0, 0]"
Last Embryo,7.72,302,1594,6426,"2,887",55,Unknown,Unknown,Publishing,"Jun  1, 2015 to ?","['Fantasy', 'Supernatural']",[],"Tatsunoko, Tarou (Story), Momoco (Art)",0,"[0, 0, 0]"
Gabriel DropOut,7.72,3968,1595,1217,"15,059",388,Unknown,Unknown,Publishing,"Dec  27, 2013 to ?","['Comedy', 'Supernatural']",[],Ukami (Story & Art),2,"[1, 0, 1]"
Tensei shitara Ken deshita (Reincarnated as a Sword),7.72,1859,1596,2971,"6,621",218,Unknown,Unknown,Publishing,"Jul  30, 2016 to ?","['Action', 'Fantasy']","['Isekai', 'Reincarnation']","LLO (Art), Tanaka, Yuu (Story)",3,"[3, 0, 0]"
Plastic Memories: Heartfelt Thanks,7.72,343,1597,8228,"2,142",42,1,5,Finished,"Sep  10, 2016","['Drama', 'Sci-Fi']",[],"okiura (Art), Hayashi, Naotaka (Story), Yuuyuu (Art)",0,"[0, 0, 0]"
Living no Matsunaga-san (Living-Room Matsunaga-san),7.72,6092,1598,877,"19,880",407,11,48,Finished,"Dec  24, 2016 to Jun  24, 2021",[],[],"Iwashita, Keiko (Story & Art)",12,"[11, 0, 1]"
Ani no Yome to Kurashiteimasu. (Living with My Brother's Wife),7.71,1580,1640,3057,"6,437",122,Unknown,Unknown,Publishing,"Dec  4, 2015 to ?",[],[],Kuzushiro (Story & Art),4,"[4, 0, 0]"
Somali to Mori no Kamisama (Somari and the Guardian of the Forest),7.71,3829,1641,1006,"17,534",143,6,39,Discontinued,"Apr  26, 2015 to Oct  25, 2019","['Fantasy', 'Slice of Life']",[],"Gureishi, Yako (Story & Art)",4,"[4, 0, 0]"
Hanayome wa Motodanshi. (The Bride Was a Boy),7.71,3417,1642,2553,"7,663",128,1,9,Finished,"Feb  10, 2016","['Comedy', 'Romance', 'Slice of Life']",[],Chii (Story & Art),3,"[2, 1, 0]"
Shiro Seijo to Kuro Bokushi (Saint Cecilia and Pastor Lawrence),7.71,1029,1643,3907,"5,023",81,Unknown,Unknown,Publishing,"Apr  20, 2017 to ?","['Fantasy', 'Romance']",[],"Kazutake, Hazano (Story & Art)",1,"[1, 0, 0]"
"Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe (Seraph of the End: Guren Ichinose - Catastrophe at Sixteen)",7.71,915,1644,5019,"3,805",72,12,54,Finished,"Jun  6, 2017 to Feb  4, 2022","['Action', 'Drama', 'Supernatural']",[],"Kagami, Takaya (Story), Asami, You (Art)",1,"[0, 0, 1]"
Oneesama to Watashi: Ojousama ga Isekai Tensei (My Sister and Giant: A Young Lady is Reborn in Another World.),7.72,403,1606,11251,"1,415",16,Unknown,Unknown,Publishing,"Oct  20, 2021 to ?","['Action', 'Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",Be-con (Story & Art),2,"[1, 0, 1]"
Sensou Kyoushitsu (The Bugle Call),7.71,204,1635,14302,"1,009",11,Unknown,Unknown,Publishing,"Jun  3, 2022 to ?","['Action', 'Fantasy']",[],"Toumori, Higoro (Art), Sora, Mozuku (Story)",1,"[1, 0, 0]"
For Better or For Worse,7.71,958,1636,7276,"2,495",26,Unknown,116,Finished,"Nov  17, 2020 to Mar  11, 2023","['Fantasy', 'Romance']",[],"No Heeda (Story), Eunren (Art)",2,"[2, 0, 0]"
Miss Not-So Sidekick,7.71,1556,1638,5690,"3,299",73,Unknown,178,Finished,"Dec  24, 2017 to May  6, 2022","['Comedy', 'Fantasy']","['Isekai', 'Villainess']","Ellianyang (Story), Yumyum (Art)",2,"[2, 0, 0]"
The Max-Level Player's 100th Regression,7.71,376,1639,10677,"1,524",16,Unknown,Unknown,Publishing,"Oct  31, 2023 to ?","['Action', 'Fantasy']","['Survival', 'Time Travel']","King Soda (Story), Duckf (Art)",2,"[2, 0, 0]"
Kishibe Rohan Louvre e Iku (Rohan at the Louvre),7.71,6831,1654,1508,"12,668",120,1,Unknown,Finished,"Apr  29, 2010","['Mystery', 'Supernatural']",[],"Araki, Hirohiko (Story & Art)",2,"[1, 1, 0]"
Thermae Romae,7.71,2485,1655,2483,"7,846",97,6,38,Finished,"Jan  12, 2008 to Mar  12, 2013","['Award Winning', 'Comedy']","['Historical', 'Time Travel']","Yamazaki, Mari (Story & Art)",6,"[5, 1, 0]"
Heavy Object,7.71,619,1656,6569,"2,813",46,20,115,Finished,"Oct  10, 2009 to Oct  8, 2021","['Action', 'Sci-Fi']","['Mecha', 'Military']","Kamachi, Kazuma (Story), Nagi, Ryou (Art)",3,"[3, 0, 0]"
Magico,7.71,8285,1657,1061,"16,866",396,8,68,Finished,"Feb  28, 2011 to Aug  11, 2012","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",[],"Iwamoto, Naoki (Story & Art)",9,"[7, 2, 0]"
Hataraku Maou-sama! (The Devil Is a Part-Timer!),7.71,6029,1658,635,"27,233",558,21,107,Finished,"Feb  10, 2011 to Aug  7, 2020","['Comedy', 'Fantasy', 'Romance', 'Supernatural']",[],"Wagahara, Satoshi (Story), 029 (Art)",8,"[3, 2, 3]"
Final Fantasy VII: On the Way to a Smile,7.71,396,1659,13407,"1,104",14,1,12,Finished,"Apr  16, 2009","['Drama', 'Fantasy']",[],"Nojima, Kazushige (Story)",2,"[2, 0, 0]"
Kimi ga Bokura wo Akuma to Yonda Koro (Back When You Called Us Devils),7.71,1167,1645,4698,"4,088",89,14,154,Finished,"Aug  16, 2017 to Aug  5, 2020","['Drama', 'Mystery']",[],"Sano, Takashi (Story & Art)",8,"[6, 1, 1]"
Nande Ikiteru ka Wakaranai Hito Izumi Sumi 25-sai (She doesn't know why she lives.),7.71,2985,1646,2466,"7,913",202,2,28,Finished,"Apr  15, 2018 to Mar  22, 2019",[],[],Anu (Story & Art),9,"[8, 1, 0]"
Sensou wa Onna no Kao wo Shiteinai,7.71,240,1647,10911,"1,476",19,Unknown,Unknown,Publishing,"Apr  27, 2019 to ?",[],[],"Koume, Keito (Story & Art)",3,"[3, 0, 0]"
Out of Control,7.71,1251,1648,7100,"2,560",87,Unknown,95,Finished,"Aug  31, 2013 to Sep  11, 2019",[],[],Bboong (Story & Art),1,"[1, 0, 0]"
Zettai BL ni Naru Sekai vs Zettai BL ni Naritakunai Otoko,7.71,1810,1649,3343,"5,944",105,Unknown,Unknown,Publishing,"Nov  7, 2018 to ?","['Boys Love', 'Comedy']",[],Konkichi (Story & Art),4,"[4, 0, 0]"
Spy Kyoushitsu (Spy Classroom),7.71,557,1650,4426,"4,350",80,Unknown,Unknown,Publishing,"Jan  18, 2020 to ?","['Action', 'Mystery']",[],"Tomari (Art), Takemachi (Story)",3,"[3, 0, 0]"
"See You Later, Mermaid",7.71,842,1651,9775,"1,720",15,1,6,Finished,"Dec  25, 2018 to Nov  25, 2019","['Boys Love', 'Drama']",[],"Hayane, Dentou (Story & Art)",2,"[2, 0, 0]"
Yaiteru Futari (How to Grill Our Love),7.71,4280,1652,1094,"16,382",163,Unknown,Unknown,Publishing,"Sep  24, 2020 to ?","['Gourmet', 'Romance', 'Slice of Life']",[],"Hanatsuka, Shiori (Story & Art)",4,"[4, 0, 0]"
Unnamed Memory,7.71,281,1653,11535,"1,366",55,6,60,Finished,"Jan  17, 2019 to Apr  17, 2021","['Adventure', 'Fantasy', 'Romance']",[],"Furumiya, Kuji (Story), chibi (Art)",3,"[3, 0, 0]"
Magical x Miracle,7.71,1616,1660,5269,"3,600",85,6,46,Finished,"Mar  28, 2002 to Jan  28, 2006","['Adventure', 'Fantasy', 'Romance']",[],"Mizutani, Yuzu (Story & Art)",2,"[2, 0, 0]"
Yureka (iD_eNTITY),7.71,3340,1661,2160,"8,898",231,41,266,Finished,2000 to  2013,"['Action', 'Adventure', 'Fantasy']",[],"Son, Hee-Joon (Story), Kim, Youn-Kyung (Art)",2,"[2, 0, 0]"
Dr. Slump,7.71,6351,1662,1170,"15,463",586,18,236,Finished,"Jan  22, 1980 to Aug  28, 1984","['Award Winning', 'Comedy', 'Sci-Fi', 'Slice of Life']",[],"Toriyama, Akira (Story & Art)",2,"[2, 0, 0]"
Kamichama Karin Chu,7.71,4039,1663,2469,"7,895",218,7,27,Finished,Mar  2006 to Apr  2008,"['Drama', 'Fantasy', 'Romance']",[],Koge-Donbo* (Story & Art),5,"[3, 2, 0]"
Kinnikuman,7.71,1123,1664,4595,"4,190",168,Unknown,Unknown,Publishing,"May  15, 1979 to ?","['Action', 'Award Winning', 'Comedy', 'Sports']",[],Yudetamago (Story & Art),4,"[4, 0, 0]"
Karakuri Odette,7.71,2909,1665,2687,"7,300",81,6,35,Finished,"Sep  5, 2005 to Dec  5, 2007","['Comedy', 'Romance', 'Sci-Fi']",[],"Suzuki, Julietta (Story & Art)",6,"[5, 1, 0]"
Kidou Senshi Crossbone Gundam (Mobile Suit Cross Bone Gundam),7.71,1612,1666,5178,"3,662",154,6,27,Finished,"Oct  26, 1994 to Jan  25, 1997","['Action', 'Sci-Fi']","['Mecha', 'Military', 'Space']","Tomino, Yoshiyuki (Story), Hasegawa, Yuuichi (Story & Art)",2,"[2, 0, 0]"
Wild Life,7.71,1612,1667,4307,"4,489",62,27,234,Finished,"Apr  18, 2003 to Aug  2008","['Action', 'Award Winning', 'Comedy', 'Romance']",[],"Fujisaki, Masato (Story & Art)",1,"[1, 0, 0]"
Miiko desu!,7.71,424,1668,16183,827,25,4,40,Finished,1991,[],[],"Ono, Eriko (Story & Art)",1,"[1, 0, 0]"
No Color,7.71,2559,1669,4174,"4,673",15,1,6,Finished,Nov  2003 to Jun  2005,"['Boys Love', 'Comedy', 'Romance']",[],"Natsume, Isaku (Story & Art)",1,"[1, 0, 0]"
Saiunkoku Monogatari (The Story of Saiunkoku),7.71,458,1670,7302,"2,486",52,22,Unknown,Finished,"Oct  2003 to Jun  30, 2011","['Drama', 'Romance']","['Historical', 'Reverse Harem']","Yura, Kairi (Art), Yukino, Sai (Story)",0,"[0, 0, 0]"
Saiyuuki Ibun (Saiyuki the Different),7.71,366,1671,9620,"1,751",13,Unknown,Unknown,Publishing,"Sep  16, 2009 to ?","['Action', 'Adventure', 'Drama', 'Fantasy']",[],"Minekura, Kazuya (Story & Art)",0,"[0, 0, 0]"
Konjiki no Word Master: Yuusha Yonin ni Makikomareta Unique Cheat,7.71,1313,1633,4405,"4,378",76,13,90,Finished,"May  20, 2014 to Mar  20, 2018","['Action', 'Adventure', 'Fantasy']",[],"Tomoto, Sui (Story), Sumaki, Shungo (Art)",2,"[2, 0, 0]"
Distant Sky,7.71,2701,1634,2571,"7,626",177,10,114,Finished,"Jan  31, 2014 to Jun  24, 2018","['Action', 'Drama', 'Horror', 'Mystery']",[],"Yoon, In-Wan (Story), Kim, Sun-hee (Art)",10,"[5, 4, 1]"
Haken no Kouki Altina (Altina the Sword Princess),7.70,778,1687,5605,"3,362",59,Unknown,Unknown,Publishing,"Oct  29, 2012 to ?","['Action', 'Adventure', 'Fantasy']",[],"Murasaki, Yukiya (Story), himesuz (Art)",2,"[2, 0, 0]"
Girls & Panzer: Motto Love Love Sakusen desu!,7.70,541,1688,9809,"1,714",68,Unknown,Unknown,Publishing,"May  27, 2013 to ?",[],[],"Nii, Marco (Story & Art)",1,"[1, 0, 0]"
Amagi Brilliant Park,7.70,746,1689,4093,"4,785",43,8,40,On Hiatus,"Feb  20, 2013 to Jun  18, 2016","['Comedy', 'Fantasy']",[],"Gatou, Shouji (Story), Nakajima, Yuka (Art)",3,"[1, 1, 1]"
"""Fushigi"" Toriatsukaimasu: Tsukumodou Kottouten",7.70,272,1690,9587,"1,757",26,7,28,Finished,"Oct  10, 2006 to Mar  10, 2010","['Fantasy', 'Mystery']",[],"Takeshima, Satoshi (Art), Odou, Akihiko (Story)",1,"[1, 0, 0]"
Chichi to Ko (Father and Son),7.70,826,1691,5328,"3,554",49,10,123,Finished,"Apr  4, 2013 to Mar  12, 2018","['Comedy', 'Slice of Life']",[],Uchiko (Story & Art),3,"[3, 0, 0]"
Piece,7.70,1352,1694,4206,"4,624",53,10,21,Finished,"Apr  12, 2008 to Apr  13, 2013","['Award Winning', 'Drama', 'Mystery', 'Romance']",[],"Ashihara, Hinako (Story & Art)",4,"[4, 0, 0]"
Oretachi no Field,7.70,183,1695,21774,495,10,34,Unknown,Finished,1992 to  1998,[],[],"Muraeda, Kenichi (Story & Art)",0,"[0, 0, 0]"
Midori no Makibao,7.70,152,1696,24319,398,8,16,150,Finished,"Nov  15, 1994 to Apr  1, 1997","['Award Winning', 'Comedy', 'Drama', 'Sports']",[],Tsunomaru (Story & Art),0,"[0, 0, 0]"
Tonari no Seki-kun (My Neighbor Seki),7.70,5763,1697,927,"19,028",251,Unknown,Unknown,Publishing,"Jul  5, 2010 to ?",[],[],"Morishige, Takuma (Story & Art)",5,"[5, 0, 0]"
Nickelodeon,7.70,5005,1698,1450,"13,131",307,3,39,Finished,"Sep  25, 2010 to Aug  25, 2014","['Comedy', 'Drama', 'Horror', 'Mystery', 'Romance', 'Supernatural']",[],"Dowman, Sayman (Story & Art)",4,"[4, 0, 0]"
Bokura no Hentai,7.70,4147,1699,1468,"12,975",353,10,41,Finished,"Mar  19, 2012 to Dec  19, 2015","['Boys Love', 'Drama']","['Crossdressing', 'Psychological']","Fumi, Fumiko (Story & Art)",8,"[7, 1, 0]"
Madame Petit,7.70,798,1700,6313,"2,942",46,11,54,Finished,"Apr  26, 2012 to Dec  26, 2017",[],[],"Takao, Shigeru (Story & Art)",2,"[2, 0, 0]"
Danganronpa/Zero,7.70,3795,1701,1753,"10,850",304,2,33,Finished,"Sep  16, 2011 to Oct  14, 2011",[],[],"Kodaka, Kazutaka (Story), Komatsuzaki, Rui (Art)",3,"[3, 0, 0]"
Arifureta Shokugyou de Sekai Saikyou (Arifureta: From Commonplace to World's Strongest),7.70,8717,1684,658,"26,183","1,020",13,92,Finished,"Jun  25, 2015 to Sep  25, 2022","['Action', 'Adventure', 'Fantasy']",[],"TakayaKi (Art), Shirakome, Ryou (Story)",12,"[9, 2, 1]"
Kawaii Hito,7.70,5520,1685,1299,"14,401",130,7,36,Finished,"Sep  5, 2014 to Oct  10, 2019",[],[],"Saitou, Ken (Story & Art)",10,"[10, 0, 0]"
Yume no Hashibashi,7.70,435,1692,11825,"1,317",27,2,10,Finished,"Oct  6, 2018 to May  8, 2020","['Drama', 'Girls Love']",[],"Sudou, Yumi (Story & Art)",1,"[0, 1, 0]"
'Til Debt Do Us Part,7.71,1495,1637,5811,"3,222",31,Unknown,72,Finished,"Sep  14, 2020 to Dec  27, 2021",[],[],"Flowbee (Story), Janggreen (Art)",2,"[2, 0, 0]"
Death's Game,7.70,1213,1693,7458,"2,424",43,Unknown,66,Finished,"Apr  18, 2019 to Jun  25, 2020","['Drama', 'Supernatural']",[],"Lee, Won-Sik (Story), Ggulchan (Art)",4,"[3, 0, 1]"
Tennis no Oujisama (The Prince of Tennis),7.70,13097,1672,667,"25,693",874,42,382,Finished,"Jul  6, 1999 to Mar  3, 2008",[],[],"Konomi, Takeshi (Story & Art)",7,"[5, 1, 1]"
Rockin'★Heaven,7.70,8005,1673,1018,"17,420",241,8,36,Finished,Dec  2005 to Jul  2008,"['Drama', 'Romance']","['Reverse Harem', 'School']","Sakai, Mayu (Story & Art)",12,"[10, 1, 1]"
Tekken Chinmi (Ironfist Chinmi),7.70,729,1674,9248,"1,837",47,35,162,Finished,"Apr  18, 1984 to Apr  17, 1997","['Adventure', 'Award Winning', 'Comedy']","['Historical', 'Martial Arts']","Maekawa, Takeshi (Story & Art)",0,"[0, 0, 0]"
Higurashi no Naku Koro ni: Yoigoshi-hen (Higurashi WHEN THEY CRY: Beyond Midnight Arc),7.70,4062,1675,2053,"9,276",51,2,14,Finished,"Jun  17, 2006 to Jul  18, 2007","['Drama', 'Horror', 'Mystery']",[],"Mimori (Art), Ryukishi07 (Story)",3,"[2, 1, 0]"
Deep Love: Reina no Unmei,7.70,4001,1676,2835,"6,917",36,1,3,Finished,"Jul  28, 2005 to Nov  28, 2005",[],[],"Yoshi (Story), Yoshii, Yuu (Art)",4,"[3, 0, 1]"
Bokkou,7.70,1717,1677,3482,"5,665",70,11,107,Finished,"Jan  25, 1992 to Jul  10, 1996","['Action', 'Award Winning', 'Drama']",[],"Mori, Hideki (Art), Sakemi, Kenichi (Story)",3,"[2, 0, 1]"
Sailor Fuku ni Onegai!,7.70,1410,1678,4787,"4,009",20,4,22,Finished,2004 to  2006,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",[],"Tanaka, Meca (Story & Art)",3,"[3, 0, 0]"
Ai Hime: Ai to Himegoto,7.70,7529,1679,1389,"13,594",204,3,13,Finished,"Mar  13, 2006 to Apr  13, 2007","['Drama', 'Romance']",[],"Mitsuki, Kako (Story & Art)",12,"[8, 4, 0]"
Mou Hitotsu no Monster: The Investigative Report,7.70,613,1680,5714,"3,286",18,1,31,Finished,Jun  2002,[],"['Adult Cast', 'Detective', 'Psychological']","Urasawa, Naoki (Story & Art)",2,"[1, 1, 0]"
Gamaran,7.70,14137,1681,525,"31,852",636,22,194,Finished,"May  13, 2009 to Jun  26, 2013",[],"['Historical', 'Martial Arts']","Nakamaru, Yousuke (Story & Art)",15,"[14, 1, 0]"
Superior Cross,7.70,4425,1682,2186,"8,806",104,6,28,Finished,"Apr  18, 2009 to Jul  18, 2011","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",[],ichtys (Story & Art),4,"[1, 2, 1]"
Mahou Shoujo Lyrical Nanoha: Movie 1st the Comics,7.70,481,1683,13110,"1,142",16,2,16,Finished,2009,"['Action', 'Adventure', 'Fantasy']",[],"Tsuzuki, Masaki (Story)",0,"[0, 0, 0]"
Hinadori wa Shiokaze ni Madoromu,7.70,1104,1702,8333,"2,106",21,1,8,Finished,"Sep  21, 2016 to Sep  22, 2017","['Boys Love', 'Drama', 'Slice of Life']",[],"Minazuki, Yuu (Story & Art)",0,"[0, 0, 0]"
Hibike! Euphonium (Sound! Euphonium),7.70,208,1703,12541,"1,220",26,10,66,Finished,"Dec  5, 2013 to Jun  22, 2019",[],"['Music', 'Performing Arts', 'School']","Asada, Nikki (Art), Takeda, Ayano (Story)",1,"[1, 0, 0]"
Zoku Kono Subarashii Sekai ni Bakuen wo!,7.70,897,1704,5998,"3,107",27,4,27,Finished,"Feb  27, 2018 to May  27, 2020","['Comedy', 'Fantasy']",[],"Akatsuki, Natsume (Story), Morino, Kasumi (Art)",0,"[0, 0, 0]"
Kyuujitsu no Warumono-san (Mr. Villain's Day Off),7.70,2345,1705,2178,"8,829",155,Unknown,Unknown,Publishing,"Dec  15, 2018 to ?",[],[],"Morikawa, Yuu (Story & Art)",3,"[3, 0, 0]"
Naruto Retsuden Series,7.70,274,1706,14749,959,12,3,24,Finished,"Jun  4, 2019 to Oct  4, 2019","['Action', 'Adventure', 'Fantasy']",[],"Esaka, Jun (Story)",0,"[0, 0, 0]"
Kowloon Generic Romance,7.70,3279,1707,931,"18,947",241,Unknown,Unknown,Publishing,"Nov  7, 2019 to ?","['Romance', 'Sci-Fi']",[],"Mayuzuki, Jun (Story & Art)",9,"[7, 2, 0]"
My Broken Mariko,7.70,13887,1708,597,"28,677",785,1,5,Finished,"Jul  16, 2019 to Dec  17, 2019",[],[],"Hirako, Waka (Story & Art)",20,"[16, 2, 2]"
Kimetsu no Yaiba Gaiden (Demon Slayer: Kimetsu no Yaiba - Stories of Water and Flame),7.70,13115,1709,729,"23,691",226,1,5,Finished,"Apr  1, 2019 to Oct  17, 2020","['Action', 'Fantasy']",[],"Hirano, Ryouji (Story & Art)",4,"[4, 0, 0]"
"Jujutsu Kaisen: Yuku Natsu to Kaeru Aki (Jujutsu Kaisen: Summer of Ashes, Autumn of Dust)",7.70,659,1710,6349,"2,923",26,1,5,Finished,"May  1, 2019","['Action', 'Supernatural']",[],"Kitakuni, Ballad (Story)",1,"[0, 1, 0]"
Shokuba to Jitaku de Gap no Aru Papa (Gap Papa: Daddy at Work and at Home),7.70,862,1711,5761,"3,251",21,Unknown,Unknown,Publishing,"Feb  25, 2021 to ?","['Comedy', 'Romance', 'Slice of Life']",[],Utakata (Story & Art),3,"[1, 2, 0]"
Theseus no Fune (Ship of Theseus),7.69,509,1712,7713,"2,323",23,10,89,Finished,"Jun  22, 2017 to Jun  27, 2019","['Drama', 'Mystery']",[],"Higashimoto, Toshiya (Story & Art)",3,"[3, 0, 0]"
Aozora to Kumorizora,7.69,2238,1713,2007,"9,426",138,Unknown,Unknown,Publishing,"Aug  12, 2016 to ?","['Drama', 'Romance', 'Supernatural']","['Psychological', 'School']","loundraw (Story & Art), Miaki, Sugaru (Story)",7,"[6, 1, 0]"
Bakemono Yawazukushi (Phantom Tales of the Night),7.69,850,1714,2895,"6,776",155,12,59,Finished,"Jul  15, 2016 to Nov  22, 2022","['Drama', 'Fantasy', 'Horror']",[],Matsuri (Story & Art),2,"[2, 0, 0]"
Quanzhi Gaoshou (The King's Avatar),7.69,1622,1715,3316,"5,999",98,Unknown,Unknown,Publishing,"Sep  10, 2015 to ?",[],[],"Butterfly Blue (Story), Changpan Yongzhe (Art)",1,"[1, 0, 0]"
Adachi to Shimamura (Adachi and Shimamura),7.69,1986,1716,2502,"7,778",173,Unknown,Unknown,Publishing,"May  27, 2019 to ?","['Girls Love', 'Slice of Life']",[],"Iruma, Hitoma (Story), Yuzuhara, Moke (Art)",3,"[3, 0, 0]"
Kumichou Musume to Sewagakari (The Yakuza's Guide to Babysitting),7.69,1451,1717,2601,"7,543",102,Unknown,Unknown,Publishing,"Jun  5, 2018 to ?",[],"['Childcare', 'Organized Crime']",Tsukiya (Story & Art),2,"[1, 1, 0]"
Tensei Oujo to Tensai Reijou no Mahou Kakumei (The Magical Revolution of the Reincarnated Princess and the Genius Young Lady),7.69,2597,1718,1915,"9,876",125,Unknown,Unknown,Publishing,"Jul  27, 2020 to ?","['Comedy', 'Fantasy', 'Girls Love']",[],"Nadaka, Harutsugu (Art), Karasu, Piero (Story)",2,"[2, 0, 0]"
Paripi Koumei (Ya Boy Kongming!),7.69,738,1719,4689,"4,095",47,Unknown,Unknown,Publishing,"Dec  31, 2019 to ?","['Comedy', 'Drama']","['Adult Cast', 'Music']","Ogawa, Ryou (Art), Yotsuba, Yuuto (Story)",3,"[0, 1, 2]"
Sora no Otoshimono,7.69,376,1740,12462,"1,232",77,2,16,Finished,"Feb  1, 2010 to Oct  1, 2010","['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi']",[],"Minazuki, Suu (Art), Tachibana, Ayun (Art), Watanabe, Yoshihiro (Art), Kanzaki, Rin (Story)",0,"[0, 0, 0]"
Ryuu to Yuusha to Haitatsunin,7.69,376,1741,9200,"1,851",30,Unknown,Unknown,Publishing,"Feb  24, 2016 to ?",[],[],"Yamada, Gregorious (Story & Art)",2,"[2, 0, 0]"
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai. (If It's for My Daughter, I'd Even Defeat a Demon Lord)",7.70,4630,1686,1028,"17,361",167,Unknown,Unknown,Publishing,"Jul  22, 2016 to ?",[],[],"Hota. (Art), CHIROLU (Story)",3,"[3, 0, 0]"
Nicola no Oyururi Makai Kikou (Nicola Traveling Around the Demons' World),7.69,683,1742,5289,"3,584",39,4,25,Finished,"Mar  15, 2017 to Feb  15, 2021","['Comedy', 'Fantasy', 'Slice of Life']",[],"Miyanaga, Asaya (Story & Art)",5,"[5, 0, 0]"
Shin Mazinger Zero vs Ankoku Daishougun,7.69,201,1720,18907,641,19,8,36,Finished,"Nov  19, 2012 to Nov  19, 2015","['Action', 'Adventure', 'Sci-Fi']",[],"Nagai, Go (Story), Yugo, Yuuki (Art)",0,"[0, 0, 0]"
Kujira no Kora wa Sajou ni Utau (Children of the Whales),7.68,2366,1783,1215,"15,092",332,23,99,Finished,"Jun  6, 2013 to Jan  6, 2023","['Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",[],"Umeda, Abi (Story & Art)",6,"[5, 1, 0]"
Rain Gaiden: Vampire Master,7.69,1194,1721,8028,"2,207",6,1,6,Finished,"Jul  30, 2012 to Dec  28, 2012","['Action', 'Drama', 'Fantasy']",[],"Yoshino, Takumi (Story), Sumikawa, Megumi (Art)",0,"[0, 0, 0]"
Mawaru  (Penguindrum),7.69,335,1743,7328,"2,473",16,3,24,Finished,"Jul  4, 2011 to Feb  29, 2012",[],[],"Hoshino, Lily (Art), Ikuhara, Kunihiko (Story), Takahashi, Kei (Story)",0,"[0, 0, 0]"
1/11: Juuichi Bun no Ichi,7.69,1201,1744,5141,"3,701",41,9,37,Finished,"May  19, 2010 to Jun  4, 2014","['Slice of Life', 'Sports']",[],"Nakamura, Takatoshi (Story & Art)",1,"[1, 0, 0]"
My Heart Is Beating (Be Still My Heart),7.69,2836,1745,2642,"7,437",96,3,30,Finished,"Jun  5, 2009 to Nov  25, 2009","['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Sports']","['Crossdressing', 'Psychological', 'School']","Ha, Il-Kwon (Story & Art)",8,"[6, 2, 0]"
