Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Toaru Majutsu no Index SS: Norse MythologyA Certain Magical Index SS: Norse Mythology,7.63,721,2021,8544,"2,030",5,8,Unknown,Finished,"Jan  29, 2010 to Aug  27, 2010","['Action', 'Comedy']",[],"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",0,"[0, 0, 0]"
Hoozuki no ReitetsuHozuki's Coolheadedness,7.63,786,2022,3638,"5,400",59,31,277,Finished,"Mar  3, 2011 to Jan  9, 2020","['Award Winning', 'Comedy', 'Fantasy', 'Supernatural']",[],"Eguchi, Natsumi (Story & Art)",1,"[1, 0, 0]"
Koisome Momiji,7.63,10480,2023,860,"20,334",303,4,33,Finished,"May  7, 2012 to Nov  19, 2012","['Romance', 'Ecchi']","['Love Polygon', 'School']","Sakamoto, Tsugirou (Story), Miura, Tadahiro (Art)",7,"[7, 0, 0]"
Hito Hitori Futari,7.63,1623,2024,3044,"6,439",65,8,84,Finished,"Nov  2, 2011 to Aug  1, 2013","['Drama', 'Supernatural']",[],"Takahashi, Tsutomu (Story & Art)",5,"[4, 0, 1]"
Inoribana,7.63,570,2025,11518,"1,366",6,1,4,Finished,"Jun  10, 2009 to Nov  10, 2011",[],[],"Hayashi, Mikase (Story & Art)",2,"[2, 0, 0]"
Hunter x Hunter: Kurapika Tsuioku-henHunter x Hunter: Kurapika's Memories,7.63,8137,2026,1223,"14,990",140,1,2,Finished,"Dec  2, 2012 to Dec  9, 2012","['Adventure', 'Fantasy']",[],"Togashi, Yoshihiro (Story & Art)",2,"[2, 0, 0]"
Itsuya-sanMs. Itsuya,7.63,1717,2027,5149,"3,685",36,2,9,Finished,"Nov  25, 2011 to Sep  25, 2013",[],[],"Yumeka, Sumomo (Story & Art)",3,"[2, 0, 1]"
Sekine-kun no KoiSekine's Love,7.62,3422,2109,2226,"8,646",127,5,33,Finished,"May  8, 2009 to Jul  8, 2014","['Drama', 'Romance', 'Slice of Life']",[],"Kawachi, Haruka (Story & Art)",7,"[7, 0, 0]"
Another,7.62,31135,2110,235,"64,696","1,724",4,20,Finished,"Apr  3, 2010 to Dec  3, 2011","['Drama', 'Horror', 'Mystery']","['Gore', 'School']","Kiyohara, Hiro (Art), Ayatsuji, Yukito (Story)",9,"[7, 1, 1]"
Plastic Neesan+tic Elder Sister,7.62,1492,2111,2848,"6,862",110,Unknown,Unknown,Publishing,"Sep  4, 2009 to ?","['Comedy', 'Slice of Life']",[],"Kurii, Cha (Story & Art)",2,"[2, 0, 0]"
Ao no Exorcist,7.62,482,2112,6518,"2,832",57,Unknown,Unknown,Publishing,"Sep  2, 2011 to ?","['Action', 'Fantasy', 'Supernatural']",[],"Katou, Kazue (Art), Yajima, Aya (Story)",0,"[0, 0, 0]"
Beelzebub Maou Gaiden,7.62,3759,2113,2666,"7,329",323,1,5,Finished,"Oct  6, 2003 to Aug  11, 2011","['Action', 'Comedy']",[],"Tamura, Ryuuhei (Story & Art)",0,"[0, 0, 0]"
Shingeki no Kyojin: Before the FallAttack on Titan: Before the Fall,7.62,3778,2114,1483,"12,868",145,3,15,Finished,"Dec  2, 2011 to Jun  29, 2012","['Action', 'Drama', 'Mystery']","['Gore', 'Military', 'Survival']","Shibamoto, Thores (Art), Suzukaze, Ryou (Story)",0,"[0, 0, 0]"
Sugar Apple Fairy Tale,7.62,236,2115,9578,"1,755",26,17,Unknown,Finished,"Apr  1, 2010 to Feb  1, 2015","['Adventure', 'Fantasy', 'Romance']",[],"Aki (Art), Mikawa, Miri (Story)",0,"[0, 0, 0]"
Jun: Shoutarou no Fantasy World,7.62,670,2116,7919,"2,237",88,2,34,Finished,"Dec  20, 1966 to  1971","['Avant Garde', 'Drama', 'Fantasy']",[],"Ishinomori, Shoutarou (Story & Art)",2,"[2, 0, 0]"
Magic Knight Rayearth 2Magic Knight Rayearth II,7.62,6871,2087,1585,"12,088",138,3,14,Finished,"Feb  3, 1995 to Mar  2, 1996","['Adventure', 'Fantasy']",[],CLAMP (Story & Art),1,"[1, 0, 0]"
Blood Alone,7.62,3369,2088,1383,"13,612",212,Unknown,Unknown,Publishing,"Apr  21, 2004 to ?","['Drama', 'Mystery', 'Romance', 'Supernatural']",[],"Takano, Masayuki (Story & Art)",4,"[3, 1, 0]"
Kyou kara Ma no Tsuku Jiyuugyou!Kyo Kara Maoh!,7.62,1811,2089,3028,"6,470",106,21,133,Finished,"Apr  23, 2005 to Jul  23, 2016","['Action', 'Adventure', 'Boys Love', 'Comedy', 'Drama', 'Fantasy']","['Harem', 'Isekai', 'Mythology']","Matsumoto, Temari (Art), Takabayashi, Tomo (Story)",4,"[3, 0, 1]"
Maria-sama ga MiteruThe Virgin Mary is Watching,7.62,772,2090,7021,"2,587",52,9,48,Finished,Oct  2003 to Dec  2007,"['Drama', 'Girls Love', 'Romance']",[],"Konno, Oyuki (Story), Nagasawa, Satoru (Art)",0,"[0, 0, 0]"
Deep Love: Host,7.62,3914,2091,2971,"6,611",23,2,6,Finished,2005,[],[],"Yoshi (Story), Yoshii, Yuu (Art)",1,"[0, 0, 1]"
Ingènuo,7.62,1196,2092,6188,"2,997",26,15,80,Finished,Not available,"['Comedy', 'Drama', 'Romance']",[],"Lai, Ann (Story & Art)",2,"[2, 0, 0]"
Satsuma Gishiden,7.62,348,2093,9011,"1,889",26,6,35,Finished,1977 to  1982,[],[],"Hirata, Hiroshi (Story & Art)",0,"[0, 0, 0]"
ef: A Fairy Tale of the Two.,7.62,864,2094,5317,"3,554",53,10,63,Finished,"Jan  27, 2005 to Jan  27, 2015","['Drama', 'Romance']",[],"Mikage (Story), Kagami, Yuu (Story), minori (Story), Miyabi, Juri (Art)",2,"[2, 0, 0]"
Shuna no TabiShuna's Journey,7.62,1931,2095,4546,"4,227",44,1,6,Finished,Jun  1983,"['Adventure', 'Fantasy']",[],"Miyazaki, Hayao (Story & Art)",5,"[5, 0, 0]"
Smash!,7.62,1782,2096,4792,"3,988",59,18,170,Finished,"Jul  19, 2006 to Apr  14, 2010","['Drama', 'Romance', 'Sports']",[],"Saki, Kaori (Story & Art)",3,"[3, 0, 0]"
Get Love!!: Field no Ouji-sama,7.62,3136,2097,2914,"6,723",101,7,38,Finished,"Jul  5, 2002 to Apr  5, 2005","['Comedy', 'Drama', 'Romance', 'Sports']",[],"Ikeyamada, Go (Story & Art)",7,"[6, 1, 0]"
Subarashii SekaiWhat a Wonderful World!,7.62,11256,2098,541,"31,287",412,2,19,Finished,"Jan  19, 2002 to Mar  19, 2004","['Drama', 'Slice of Life']",[],"Asano, Inio (Story & Art)",5,"[3, 1, 1]"
Area 88,7.62,284,2099,11041,"1,443",19,23,172,Finished,1979 to  1986,[],[],"Shintani, Kaoru (Story & Art)",0,"[0, 0, 0]"
Otogimoyou Ayanishiki,7.62,756,2100,9653,"1,740",9,5,21,Finished,2005 to  2009,"['Fantasy', 'Romance']",[],"Hikawa, Kyouko (Story)",0,"[0, 0, 0]"
Ma Series,7.62,298,2101,9743,"1,722",29,Unknown,Unknown,Publishing,Nov  2000 to ?,"['Action', 'Adventure', 'Boys Love', 'Comedy', 'Drama', 'Fantasy']","['Harem', 'Isekai', 'Mythology']","Matsumoto, Temari (Art), Takabayashi, Tomo (Story)",1,"[0, 0, 1]"
Hanada Shounen-shi,7.62,153,2102,19327,614,7,5,41,Finished,1993 to  1995,"['Award Winning', 'Comedy', 'Supernatural']",[],"Isshiki, Makoto (Story & Art)",0,"[0, 0, 0]"
Gimmick!,7.62,303,2103,12856,"1,168",31,9,89,Finished,Dec  2004 to  2007,"['Action', 'Drama']",[],"Kanari, Youzaburou (Story), Yabuguchi, Kuroko (Art)",3,"[3, 0, 0]"
Aoi Kiseki,7.62,5648,2104,1927,"9,811",37,1,5,Finished,2005,"['Romance', 'Sports']",[],"Mitsuki, Miko (Story & Art)",2,"[2, 0, 0]"
All Rounder Meguru,7.62,3401,2105,1727,"10,970",141,19,178,Finished,"Nov  25, 2008 to Apr  12, 2016","['Drama', 'Sports']",[],"Endo, Hiroki (Story & Art)",10,"[10, 0, 0]"
Arifureta Shokugyou de Sekai Saikyou ZeroArifureta: From Commonplace to World's Strongest Zero,7.62,465,2127,7556,"2,378",24,6,36,Finished,"Dec  28, 2017 to Dec  25, 2021","['Action', 'Adventure', 'Fantasy']",[],"TakayaKi (Art), Shirakome, Ryou (Story)",0,"[0, 0, 0]"
Goblin Slayer Gaiden: Year OneGoblin Slayer Side Story: Year One,7.62,276,2128,13184,"1,128",34,Unknown,Unknown,Publishing,"Mar  14, 2018 to ?","['Action', 'Drama', 'Fantasy']",[],"Adachi, Shingo (Art), Kagyuu, Kumo (Story)",0,"[0, 0, 0]"
Otome Game Sekai wa Mob ni Kibishii Sekai desuTrapped in a Dating Sim: The World of Otome Games is Tough for Mobs,7.62,10757,2129,545,"31,099",515,Unknown,Unknown,Publishing,"Oct  5, 2018 to ?","['Fantasy', 'Romance']","['Harem', 'Isekai', 'Mecha', 'Reincarnation', 'School']","Mishima, Yomu (Story), Shiosato, Jun (Art)",11,"[8, 3, 0]"
Mato Seihei no SlaveChained Soldier,7.62,18971,2130,255,"60,397","1,597",Unknown,Unknown,Publishing,"Jan  5, 2019 to ?","['Action', 'Fantasy', 'Ecchi']",[],"Takemura, Youhei (Art), Takahiro (Story)",19,"[14, 5, 0]"
Yozakura-san Chi no DaisakusenMission: Yozakura Family,7.62,9322,2131,578,"29,267",588,Unknown,Unknown,Publishing,"Aug  26, 2019 to ?","['Action', 'Comedy', 'Romance']",[],"Gondaira, Hitsuji (Story & Art)",14,"[12, 2, 0]"
Kimi wa Natsu no Naka dj - Akane no KoroEvening Glow,7.62,943,2132,8496,"2,043",5,1,Unknown,Finished,"Oct  1, 2017",[],[],"Furuya, Nagisa (Story & Art)",1,"[1, 0, 0]"
Nanatsu no Maken ga Shihai suruReign of the Seven Spellblades,7.62,473,2133,6712,"2,732",62,Unknown,Unknown,Publishing,"Sep  7, 2018 to ?","['Action', 'Fantasy']",[],"Uno, Bokuto (Story), Miyuki, Ruria (Art)",5,"[3, 1, 1]"
"Kekkon suru tte, Hontou desu ka365 Days to the Wedding",7.62,5296,2134,1109,"16,077",144,11,110,Finished,"Mar  16, 2020 to Jun  12, 2023",[],[],"Wakaki, Tamiki (Story & Art)",5,"[3, 1, 1]"
Once Again,7.62,2286,2135,4102,"4,761",66,1,7,Finished,"May  20, 2012","['Drama', 'Romance', 'Slice of Life']",[],"Feng Xi, Shen Lei (Story), BUDDY (Art)",6,"[5, 1, 0]"
Senyuu.: Main Quest Dai-1 Shou,7.62,331,2136,14184,"1,019",11,3,34,Finished,"Aug  21, 2013 to Apr  16, 2014","['Adventure', 'Comedy', 'Fantasy']",[],"Haruhara, Robinson (Story & Art)",0,"[0, 0, 0]"
Baki-dou,7.62,8244,2137,1084,"16,529",268,22,198,Finished,"Mar  20, 2014 to Apr  5, 2018",[],"['Gore', 'Martial Arts']","Itagaki, Keisuke (Story & Art)",5,"[2, 1, 2]"
Tenkuu no Shiro Laputa,7.62,179,2138,16375,808,5,2,Unknown,Finished,"May  31, 1985 to Jul  31, 1986","['Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",[],"Miyazaki, Hayao (Art), Kameoka, Osamu (Story)",0,"[0, 0, 0]"
Sennen Meikyuu no Nana OujiThe Seven Princes of the Thousand-Year Labyrinth,7.62,1379,2117,4244,"4,553",104,4,21,Finished,"Aug  28, 2014 to May  28, 2016","['Fantasy', 'Mystery']",[],"Aikawa, Yu (Art), Atori, Haruno (Story)",3,"[3, 0, 0]"
Bakemono no KoThe Boy and The Beast,7.62,324,2118,11565,"1,359",7,1,12,Finished,"Jul  1, 2015","['Adventure', 'Fantasy']",[],"Hosoda, Mamoru (Story), Hirasawa, Geko (Art)",0,"[0, 0, 0]"
Kidou Senshi Gundam: Tekketsu no OrphansMobile Suit Gundam: Iron-Blooded Orphans,7.62,158,2119,15351,900,14,3,13,Finished,"Oct  26, 2015 to Oct  26, 2016","['Action', 'Drama']",[],"Isobe, Kazuma (Art)",0,"[0, 0, 0]"
Rikon Club,7.62,188,2120,15062,927,18,2,40,Finished,"Oct  15, 1974 to Jul  15, 1975",[],[],"Kamimura, Kazuo (Story & Art)",1,"[1, 0, 0]"
Daraku no OuSloth Devil,7.62,315,2121,14749,955,34,2,13,Finished,"Dec  26, 2015 to Apr  30, 2016","['Fantasy', 'Supernatural']",[],"Erect, Sawaru (Art), Tsukikage (Story)",1,"[1, 0, 0]"
Dance Dance Danseur,7.62,912,2122,4595,"4,180",55,Unknown,Unknown,Publishing,"Sep  14, 2015 to ?",[],[],"George, Asakura (Story & Art)",4,"[4, 0, 0]"
Haru no NoroiHaru's Curse,7.62,5851,2123,1491,"12,786",182,2,8,Finished,"Nov  28, 2015 to Nov  28, 2016","['Drama', 'Romance', 'Slice of Life']",[],"Konishi, Asuka (Story & Art)",10,"[10, 0, 0]"
Infinite Dendrogram,7.62,624,2124,5575,"3,382",64,Unknown,Unknown,Publishing,"Nov  1, 2016 to ?",[],[],"Taiki (Art), Kaidou, Sakon (Story)",2,"[2, 0, 0]"
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?An Archdemon's Dilemma: How to Love Your Elf Bride",7.62,1126,2125,3995,"4,894",75,Unknown,Unknown,Publishing,"Feb  1, 2017 to ?","['Action', 'Fantasy', 'Romance']",[],"Teshima, Fuminori (Story), COMTA (Art)",1,"[1, 0, 0]"
Goshujinsama to Kemonomimi no Shoujo MelMy master & furry-eared girl Mel,7.62,1892,2126,4240,"4,560",78,3,18,Finished,"Jun  13, 2016 to Mar  27, 2018","['Fantasy', 'Girls Love', 'Slice of Life']",[],"Itou, Hachi (Story & Art)",3,"[3, 0, 0]"
Otome Game no Heroine de Saikyou SurvivalThe Otome Heroine's Fight for Survival,7.62,111,2106,26988,316,17,Unknown,Unknown,Publishing,"Apr  10, 2021 to ?","['Action', 'Adventure', 'Fantasy']",[],"Harunohi, Biyori (Story), Hitaki, Yuu (Art)",0,"[0, 0, 0]"
The Siren: Becoming the Villain's Family,7.62,1065,2107,4796,"3,987",45,Unknown,Unknown,Publishing,"Dec  26, 2021 to ?","['Drama', 'Fantasy', 'Romance']",[],"Sol, Leesu (Story), Poya (Art)",1,"[1, 0, 0]"
Ore no Kokan wa Bishoujo Datta no ka,7.62,2208,2108,2810,"6,971",133,Unknown,Unknown,Publishing,"Mar  17, 2022 to ?",[],[],Unichiri (Story & Art),10,"[9, 1, 0]"
Light and Shadow,7.61,1985,2161,4530,"4,244",54,Unknown,Unknown,Publishing,"Dec  27, 2016 to ?","['Drama', 'Fantasy', 'Romance']",[],"Ryu Hyang (Story), Heewon (Art)",1,"[1, 0, 0]"
Yume de Furarete Hajimaru YuriDumped in a Dream. Girls Love That Begins,7.61,809,2162,6236,"2,971",22,Unknown,Unknown,Publishing,"Apr  22, 2022 to ?",[],[],Hijiki (Story & Art),0,"[0, 0, 0]"
Mori-chan Ken-chan,7.61,187,2163,25605,355,2,Unknown,1,Finished,"Sep  10, 2021",[],[],"Mori, Kouji (Story & Art)",0,"[0, 0, 0]"
"Totsukuni no Shoujo: [dear.] Bangai-henThe Girl From the Other Side: Siúil, a Rún - [dear.] Side Stories",7.61,357,2164,16454,802,2,1,7,Finished,"Mar  10, 2022",[],[],Nagabe (Story & Art),0,"[0, 0, 0]"
"Boku no Papa to Papa no HanashiThe Story of Me, Daddy and Daddy.",7.61,212,2165,21718,496,3,Unknown,Unknown,Publishing,"Jun  2, 2022 to ?",[],[],Roji (Story & Art),1,"[1, 0, 0]"
Lonely Girl ni Sakaraenai dj - Kekkyoku Sonna Kimi ga Suki,7.61,352,2166,18204,680,1,1,Unknown,Finished,"Feb  19, 2023","['Girls Love', 'Slice of Life']",[],Kashikaze (Story & Art),0,"[0, 0, 0]"
Hanninmae no KoibitoBlooming Love,7.61,1311,2167,3831,"5,115",34,Unknown,Unknown,Publishing,"May  9, 2023 to ?",[],[],"Kawada, Daichi (Story & Art)",2,"[2, 0, 0]"
"Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.Bofuri: I Don't Want to Get Hurt, so I'll Max Out My Defense.",7.61,700,2168,5287,"3,576",67,Unknown,Unknown,Publishing,"Sep  8, 2017 to ?","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",[],"Koin (Art), Yuumikan (Story)",2,"[1, 1, 0]"
Biao Ren,7.61,433,2169,6471,"2,855",32,Unknown,Unknown,Publishing,"Jul  1, 2015 to ?","['Action', 'Drama']",[],"Xu, Xianzhe (Story & Art)",3,"[3, 0, 0]"
Tate no KuniThe Vertical World,7.61,604,2170,9114,"1,864",52,Unknown,120,Finished,"Jan  10, 2019 to Apr  1, 2021","['Adventure', 'Fantasy', 'Mystery']",[],"Tanaka, Kuu (Story & Art)",6,"[6, 0, 0]"
Tondemo Skill de Isekai Hourou Meshi: Sui no DaiboukenCampfire Cooking in Another World with My Absurd Skill: Sui's Great Adventure,7.61,589,2171,7564,"2,376",7,Unknown,Unknown,Publishing,"Aug  24, 2018 to ?","['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",[],"Eguchi, Ren (Story), Futaba, Momo (Art)",0,"[0, 0, 0]"
Kotarou wa Hitorigurashi,7.61,193,2172,8916,"1,914",21,Unknown,Unknown,Publishing,"Mar  13, 2015 to ?","['Comedy', 'Drama', 'Slice of Life']",[],"Tsumura, Mami (Story & Art)",1,"[1, 0, 0]"
Yankee-kun to Hakujou GirlLove's in Sight!,7.61,3896,2173,1381,"13,630",130,8,127,Finished,"Jan  23, 2019 to May  23, 2022","['Comedy', 'Romance']",[],"Kodama, Jun (Story & Art)",8,"[8, 0, 0]"
"Sen wa, Boku wo EgakuThe Lines that Define Me",7.61,1046,2174,6925,"2,632",29,4,32,Finished,"Jun  19, 2019 to Feb  12, 2020",[],[],"Horiuchi, Atsunori (Art), Togami, Hiromasa (Story)",4,"[4, 0, 0]"
"One Piece: Roronoa Zoro, Umi ni ChiruOne Piece: Boichi Covers Zolo vs. Mihawk",7.61,2823,2175,4161,"4,681",12,Unknown,1,Finished,"Jul  22, 2019","['Action', 'Adventure', 'Drama', 'Fantasy']",[],"Oda, Eiichiro (Story), Boichi (Art)",2,"[2, 0, 0]"
"Tensai Ouji no Akaji Kokka Saisei Jutsu: Souda, Baikoku shiyouThe Genius Prince's Guide to Raising a Nation Out of Debt (Hey, How About Treason?)",7.61,777,2176,4597,"4,178",56,Unknown,Unknown,Publishing,"May  12, 2018 to ?","['Comedy', 'Fantasy']",[],"Fal Maro (Art), Toba, Tooru (Story)",2,"[1, 1, 0]"
Leadale no Daichi niteIn the Land of Leadale,7.61,433,2177,7895,"2,246",48,Unknown,Unknown,Publishing,"Jan  30, 2019 to ?","['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']","Tenmaso (Art), Ceez (Story)",2,"[2, 0, 0]"
MashleMashle: Magic and Muscles,7.61,36692,2178,163,"85,683","1,865",18,162,Finished,"Jan  27, 2020 to Jul  3, 2023","['Action', 'Comedy', 'Fantasy']","['Gag Humor', 'Parody', 'School']","Koumoto, Hajime (Story & Art)",42,"[27, 11, 4]"
"Isekai ni Kyuuseishu toshite Yobaremashita ga, Around 30 ni wa Muri nanode, Hissori Book Cafe Hajimemashita.The Savior's Book Café Story in Another World",7.61,1874,2179,3673,"5,340",79,5,26,Finished,"Jun  18, 2019 to Apr  19, 2022","['Fantasy', 'Romance']",[],"Izumi, Kyouka (Story), Sakurada, Reiko (Art)",2,"[2, 0, 0]"
Kuchi ga Saketemo Kimi ni waEven If You Slit My Mouth,7.61,8858,2180,582,"29,189",521,Unknown,Unknown,Publishing,"Jun  23, 2020 to ?","['Fantasy', 'Romance']",[],"Kajimoto, Akari (Story & Art)",5,"[5, 0, 0]"
Jikyuu 300-en no ShinigamiThe Wage of Angel of Death is 300 Yen Per Hour.,7.61,329,2181,15580,880,16,3,12,Finished,"Jul  27, 2020 to Jul  26, 2021","['Drama', 'Supernatural']",[],"Kirihara, Idumi (Art), Fuji, Maru (Story)",3,"[2, 1, 0]"
Usotsuki Satsuki wa Shi ga Mieru,7.61,2201,2182,2363,"8,195",167,Unknown,Unknown,Publishing,"May  20, 2020 to ?","['Horror', 'Supernatural']",[],Ryouko (Story & Art),5,"[4, 1, 0]"
Megami no Café TerraceThe Café Terrace and Its Goddesses,7.61,4422,2183,1239,"14,868",265,Unknown,Unknown,Publishing,"Feb  17, 2021 to ?","['Comedy', 'Romance', 'Ecchi']",[],"Seo, Kouji (Story & Art)",7,"[7, 0, 0]"
Sugars,7.61,1491,2141,4106,"4,755",34,6,34,Finished,2008 to  2011,[],[],"Yamamori, Mika (Story & Art)",4,"[3, 1, 0]"
Lion Books,7.61,135,2142,24028,406,6,11,14,Finished,1971 to  1973,[],[],"Tezuka, Osamu (Story & Art)",0,"[0, 0, 0]"
Gugure! Kokkuri-san,7.61,955,2143,4425,"4,344",84,12,115,Finished,"Jul  22, 2011 to Nov  22, 2016","['Comedy', 'Supernatural']",[],"Endou, Midori (Story & Art)",1,"[0, 0, 1]"
Freezing: First Chronicle,7.61,2592,2144,3548,"5,536",43,1,4,Finished,"Sep  27, 2011 to Jan  27, 2012","['Action', 'Drama', 'Sci-Fi', 'Ecchi']",[],"Yoon, Jae Ho (Art), Im, Dal Young (Story)",1,"[1, 0, 0]"
Transfer Student Storm Bringer,7.61,4097,2145,2548,"7,661",120,2,91,Finished,"Apr  5, 2010 to Aug  21, 2012","['Action', 'Comedy']",[],Gangnengyi (Story & Art),6,"[6, 0, 0]"
Naruto Ninden Series,7.61,788,2146,6119,"3,039",41,2,14,Finished,"Aug  4, 2010 to Aug  4, 2015","['Action', 'Adventure', 'Fantasy']",[],"Kishimoto, Masashi (Story & Art), Higashiyama, Akira (Story)",1,"[1, 0, 0]"
The Pale Horse,7.61,908,2147,4260,"4,529",76,Unknown,307,Finished,"Sep  15, 2011 to Nov  18, 2020","['Drama', 'Mystery', 'Romance', 'Supernatural']",[],"Choo, Hae-Yun (Story & Art)",8,"[8, 0, 0]"
"Taimadou Gakuen 35 Shiken ShoutaiAntimagic Academy ""The 35th Test Platoon""",7.61,715,2148,5018,"3,793",53,13,100,Finished,"May  19, 2012 to Jul  20, 2016","['Action', 'Fantasy', 'Romance', 'Supernatural']","['Harem', 'Military']","Kippu (Art), Yanagimi, Touki (Story)",0,"[0, 0, 0]"
GetBackers,7.61,5508,2149,1284,"14,496",399,39,344,Finished,"Mar  24, 1999 to Feb  21, 2007","['Action', 'Comedy', 'Drama', 'Mystery', 'Supernatural', 'Ecchi']",[],"Kibayashi, Shin (Story), Ayamine, Rando (Art)",7,"[6, 0, 1]"
Sugar Sugar Rune,7.61,4967,2150,1715,"11,078",471,8,46,Finished,"Aug  2, 2003 to Apr  3, 2007","['Award Winning', 'Comedy', 'Drama', 'Fantasy', 'Romance']",[],"Anno, Moyoco (Story & Art)",5,"[5, 0, 0]"
Vampire Game,7.61,2667,2151,3015,"6,516",183,15,92,Finished,"1996 to Sep  25, 2004","['Adventure', 'Comedy']",[],JUDAL (Story & Art),6,"[6, 0, 0]"
Code Geass: Hangyaku no LelouchCode Geass: Lelouch of the Rebellion,7.61,7351,2152,924,"19,013",549,8,40,Finished,"Aug  24, 2006 to Feb  24, 2010","['Action', 'Drama', 'Sci-Fi', 'Supernatural']","['Military', 'School']","Taniguchi, Gorou (Story), Ookouchi, Ichirou (Story), Majiko! (Art)",2,"[1, 0, 1]"
Penguin Prince,7.60,2799,2208,3808,"5,150",11,1,5,Finished,"Aug  23, 2003 to Sep  13, 2005",[],[],"Motomi, Kyousuke (Story & Art)",2,"[2, 0, 0]"
Brave Story,7.61,215,2153,15030,931,11,2,70,Finished,"Mar  5, 2003","['Adventure', 'Fantasy']",[],"Miyabe, Miyuki (Story)",0,"[0, 0, 0]"
Honoo no Toukyuuji: Dodge Danpei,7.61,137,2154,28110,288,6,18,Unknown,Finished,1989 to  1995,"['Award Winning', 'Comedy', 'Sports']","['School', 'Team Sports']","Koshita, Tetsuhiro (Story & Art)",0,"[0, 0, 0]"
Toki wo Kakeru Shoujo: TokikakeThe Girl Who Leapt Through Time,7.61,2727,2155,2945,"6,658",59,1,5,Finished,"Apr  26, 2006 to Jul  26, 2006","['Romance', 'Sci-Fi', 'Slice of Life']","['School', 'Time Travel']","Tsutsui, Yasutaka (Story), Kotone, Ranmaru (Art)",4,"[3, 1, 0]"
Aria Special Navigations,7.61,755,2156,8809,"1,944",15,Unknown,3,Finished,"Mar  29, 2006 to Jul  30, 2008",[],[],"Amano, Kozue (Story & Art)",1,"[1, 0, 0]"
Fantasista,7.61,1171,2157,6418,"2,884",33,25,223,Finished,"Jul  28, 1999 to Mar  3, 2004",[],[],"Kusaba, Michiteru (Story & Art)",1,"[1, 0, 0]"
Magical☆Taruruuto-kun,7.61,192,2158,20103,572,9,21,Unknown,Finished,"Aug  16, 1988 to Sep  8, 1992","['Comedy', 'Ecchi']",[],"Egawa, Tatsuya (Story & Art)",1,"[1, 0, 0]"
Akuryou Series,7.61,241,2159,13172,"1,129",10,8,49,Finished,1989 to  1992,"['Mystery', 'Supernatural']",[],"Ono, Fuyumi (Story)",0,"[0, 0, 0]"
Muv-Luv Alternative,7.61,735,2160,4754,"4,025",95,17,101,Finished,"Aug  21, 2007 to Apr  27, 2017","['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']","Mashima, Azusa (Art), Age (Story)",3,"[2, 0, 1]"
Buddy Go!,7.61,1828,2184,3564,"5,503",129,12,58,Finished,"Sep  3, 2014 to May  1, 2018","['Comedy', 'Romance']",[],"Kurosaki, Minori (Story & Art)",4,"[3, 1, 0]"
"Isekai Izakaya ""Nobu""Otherworldly Izakaya ""Nobu""",7.61,1849,2185,2823,"6,928",46,Unknown,Unknown,Publishing,"Jul  4, 2015 to ?","['Fantasy', 'Gourmet']","['Adult Cast', 'Isekai', 'Iyashikei', 'Workplace']","Semikawa, Natsuya (Story), Virginia Nitouhei (Art)",2,"[2, 0, 0]"
Salty Studio,7.61,1900,2186,5207,"3,637",64,4,66,Finished,"Oct  31, 2013 to Mar  19, 2015","['Comedy', 'Romance', 'Slice of Life']",[],Omyo (Story & Art),3,"[3, 0, 0]"
High School DxD EX,7.61,482,2187,10275,"1,605",20,Unknown,6,Finished,"Jul  24, 2015 to Jan  27, 2016","['Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'Mythology']","Ishibumi, Ichiei (Story)",0,"[0, 0, 0]"
Zannen Onna Kanbu Black General-sanPrecarious Woman Executive Miss Black General,7.61,2103,2188,2545,"7,665",129,Unknown,Unknown,Publishing,"May  9, 2015 to ?",[],[],jin (Story & Art),2,"[2, 0, 0]"
Slow Motion wo Mou Ichido,7.61,1901,2189,3897,"5,016",86,7,64,Finished,"Aug  8, 2016 to May  21, 2018",[],[],"Kanou, Rie (Story & Art)",5,"[4, 1, 0]"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou kaIs It Wrong to Try to Pick Up Girls in a Dungeon?,7.61,13275,2139,430,"38,255",527,10,89,Discontinued,"Aug  2, 2013 to Sep  21, 2018","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",[],"Kunieda (Art), Omori, Fujino (Story)",6,"[5, 1, 0]"
Isekai ShokudouRestaurant to Another World,7.61,305,2140,7696,"2,322",16,Unknown,Unknown,Publishing,"Feb  28, 2015 to ?","['Fantasy', 'Gourmet', 'Slice of Life']","['Iyashikei', 'Workplace']","Enami, Katsumi (Art), Inuzuka, Junpei (Story)",0,"[0, 0, 0]"
